NOTE: This Power Watch database of power plants is currently in draft status and not yet published. Please do not reference or cite the data as basis for research or publications until the data is officially published.
name,pw_idnr,capacity_mw,year_of_capacity_data,country,owner,source,url,latitude,longitude,commissioning_year,fuel1,fuel2,fuel3,fuel4,generation_gwh_2012,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016
Agro Trafo,BRA0011290,14.040000000000001,,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-11.675,-46.672222,,Hydro,,,,,,,,
Agroalcool,BRA0041508,1.2,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.658258,-49.841535,,Biomass,,,,,,,,
Agromaza,BRA0041306,0.4,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-28.836565,-49.708035,,Oil,,,,,,,,
Agropecuária Rio Paraíso,BRA0020319,0.302,,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-17.7825,-51.608056,,Hydro,,,,,,,,
Agropecuária São Marcos,BRA0020525,0.3,,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-18.784642,-53.046,,Hydro,,,,,,,,
Agropel,BRA0020330,0.492,,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-27.481111,-49.874722,,Hydro,,,,,,,,
Agrovale,BRA0040689,16.0,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-9.49381,-40.356435,,Biomass,,,,,,,,
Agudos Ambev,BRA0041516,4.8,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-22.46501,-48.978535,,Oil,,,,,,,,
Aguti,BRA0011194,3.8930000000000002,,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-27.315556,-49.085833,,Hydro,,,,,,,,
Agência de São José dos Campos - Banco do Brasil S.A,BRA0040494,0.14,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.175454,-45.877479,,Oil,,,,,,,,
Ahlstrom,BRA0041518,1.3,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.08201,-46.941535,,Gas,,,,,,,,
Aimorés,BRA0000116,330.0,,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.498289,-41.023586,,Hydro,,,,,,,,
Ajuricaba,BRA0041885,0.08,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-24.576565,-54.105535,,Waste,,,,,,,,
Ala Polo,BRA0040944,1.456,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.64609,-46.638645,,Oil,,,,,,,,
Albano Machado,BRA0011380,3.0,,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-27.496667,-52.803611,,Hydro,,,,,,,,
Albatroz,BRA0031029,4.8,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-6.547517,-34.968012,,Wind,,,,,,,,
Albertina,BRA0042277,4.0,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-21.033504,-47.960535,,Biomass,,,,,,,,
Albrás,BRA0041519,4.8500000000000005,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-1.50201,-48.616535,,Oil,,,,,,,,
Alcidia,BRA0041037,38.1,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-22.34572,-52.514515,,Biomass,,,,,,,,
Alcoa Beneficiamento,BRA0042173,9.828,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-2.50601,-56.162535,,Oil,,,,,,,,
Alcoa Porto,BRA0041198,5.644,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-2.17201,-56.163535,,Oil,,,,,,,,
Alcoazul,BRA0041639,7.4,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-21.07211,-50.534635,,Biomass,,,,,,,,
Alcoeste Destilaria Fernandópolis,BRA0041049,4.28,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.23291,-50.336135,,Biomass,,,,,,,,
Alcomira,BRA0042187,2.4,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-21.197121,-51.208312,,Biomass,,,,,,,,
Alcon,BRA0040690,11.200000000000001,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-18.45332,-39.935835,,Biomass,,,,,,,,
Alcon Laboratórios do Brasil,BRA0041151,1.2650000000000001,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.54351,-46.626646,,Oil,,,,,,,,
Alcoolvale,BRA0042836,4.2,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.08331,-51.289535,,Biomass,,,,,,,,
Alecrim,BRA0000117,72.0,,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-24.081389,-47.506667,,Hydro,,,,,,,,
