Plant Code,Plant Name,Owner,NERC Region,Latitude,Longitude,Weighted Year.Month,Primary Fuel,Total Capacity (MW),Net Generation (MWh)
55706,Choctaw County,NRG Wholesale Generation LP,SERC,33.2881,-89.4201,2004,Gas,899,2868988
55708,Nacogdoches Power,Southern Power Co,TRE,31.832132,-94.90064,2013,Waste,114,163549
55710,FirstEnergy Allegheny Energy Units 3 4 & 5,Allegheny Energy Supply Co LLC,RFC,40.545278,-79.768611,2004,Gas,556,3929576
55714,Magnet Cove,Arkansas Electric Coop Corp,SERC,34.4297,-92.8317,2006,Gas,746,131859
55718,DTE East China LLC,DTE East China LLC,RFC,42.7725,-82.4953,2003,Gas,357.6,6996
55719,Mountain View I&2,AES Wind Generation Inc,WECC,33.9211,-116.5642,2002,Wind,133.2,201736
55733,Bennett Mountain,Idaho Power Co,WECC,43.147153,-115.666637,2006,Gas,172.8,70483
55734,Gray County Wind Energy,Gray County Wind Energy LLC,SPP,37.613256,-100.378197,2002,Wind,224,138714
55736,Hanging Rock Energy Facility,Duke Energy Commercial Asset Management,RFC,38.5731,-82.7833,2004,Gas,1288.2,7951652
55738,Buchanan Generation LLC,Allegheny Energy Supply Co LLC,RFC,37.175278,-81.961388,2003,Gas,88,58729
55739,Condon Windpower LLC,Allete Clean Energy,WECC,45.2766,-120.2794,2003,Wind,99.6,99604
55740,Rock River I LLC,AES Wind Generation Inc,WECC,41.7172,-106.1077,2002,Wind,100,151233
55741,Ridge Crest Wind Partners,EDF Renewable Services Inc,WECC,40.945911,-103.162028,2002,Wind,59.4,76354
55742,Montfort Wind Energy Center,Wisconsin Electric Power Co,RFC,42.9625,-90.386667,2003,Wind,60,58949
55747,NWP Indian Mesa Wind Farm,NWP Indian Mesa Wind Farm LP,TRE,30.931467,-102.201433,2002,Wind,165,223914
55748,Los Esteros Critical Energy Center,Los Esteros Critical Energy Facility LLC,WECC,37.425,-121.9319,2008,Gas,306.1,254382
55749,Hardin Generator Project,Rocky Mountain Power Inc,WECC,45.7578,-107.6,2007,Coal,115.7,679775
55752,Sonoma Central Landfill Phase I,County of Sonoma Dept of Trnsp,WECC,38.3017,-122.7489,1994,Waste,3.2,14106
55753,Sonoma Central Landfill Phase II,County of Sonoma Dept of Trnsp,WECC,38.3017,-122.7489,1997,Waste,3.2,14482
55757,Model City Energy Facility,Model City Energy LLC,NPCC,43.2094,-78.9836,2002,Waste,5.6,39451
55759,Roxana Resource Recovery,Illinois Electricial Gen Partn,SERC,38.8311,-90.0119,2000,Waste,4.4,18484
55760,Streator Energy Partners LLC,Illinois Electricial Gen Partn,RFC,41.0919,-88.8519,2000,Waste,1.1,6240
55762,Brickyard Energy Partners LLC,Illinois Electricial Gen Partn,SERC,40.1003,-87.6111,2004,Waste,4.4,13688
55763,Dixon/Lee Energy Partners LLC,Illinois Electricial Gen Partn,RFC,41.7383,-89.3828,2000,Waste,4.4,26189
55764,Upper Rock Energy Partners LLC,Illinois Electricial Gen Partn,MRO,41.5367,-90.3761,2002,Waste,4.4,20427
55765,Green Knight Energy Center,Waste Management Inc,RFC,40.8592,-75.2627,2002,Waste,9.9,29707
55766,Kiefer Landfill,Sacramento County of Dpt Waste,WECC,38.5136,-121.1944,2000,Waste,9,65358
55769,Madison Windpower LLC,EDP Renewables North America LLC,NPCC,42.894722,-75.451666,2001,Wind,23,20900
55770,Dane County Landfill #2 Rodefeld,Dane County Public Works,MRO,43.0453,-89.2539,2006,Waste,6.4,29579
55773,Countyside Genco LLC,Illinois Electricial Gen Partn,RFC,42.321111,-88.031944,2013,Waste,12.8,48770
55774,Morris Genco LLC,Illinois Electricial Gen Partn,RFC,41.3031,-88.4028,2013,Waste,2.2,14081
55776,Barre,Zapco Energy Tactics Corp,NPCC,42.4192,-72.1106,1997,Waste,1,5328
55782,Wilmont Hills LLC,Bright Light Capital LLC,MRO,43.754739,-95.853447,2002,Wind,3,5057
55786,Edgewood Energy LLC,Edgewood Energy LLC,NPCC,40.7861,-73.2931,2003,Gas,100,181185
55787,Shoreham Energy LLC,Shoreham Energy LLC,NPCC,40.957053,-72.865877,2003,Oil,100,12566
55790,Fenner Wind,CHI Energy Inc,NPCC,42.988989,-75.762536,2002,Wind,60,67944
55795,Woodward Mountain II,Pecos Wind II LP,TRE,30.9514,-102.414067,2002,Wind,156,185401
55796,Woodward Mountain I,Pecos Wind I LP,TRE,30.9514,-102.414067,2002,Wind,164,197038
55799,Otsego Mill Power Plant,Otsego Paper Inc,RFC,42.4628,-85.6961,1996,Gas,21.2,98561
55801,FPL Energy Marcus Hook LP,FPL Energy Marcus Hook LP,RFC,39.807038,-75.421606,2006,Gas,836.1,5089992
55802,Valencia Energy Facility,Valencia Power LLC,WECC,34.611549,-106.732234,2009,Gas,159.5,64342
55803,FPL E Somerset Windpower LLC,Somerset Windpower  LLC,RFC,39.979167,-79.012778,2002,Wind,18,8944
55804,Top of Iowa Windfarm,Northern Iowa Windpower LLC,MRO,43.3833,-93.4167,2002,Wind,160,170217
55805,Mill Run Windpower,FPL Energy FPL E Mill Run WIndpower LLC,RFC,39.913408,-79.393644,2002,Wind,30,17645
55807,Henrietta Peaker,GWF Energy LLC,WECC,36.2397,-119.9044,2003,Gas,98,98228
55809,Kas Brothers Windfarm,Kas Brothers Windfarm LLC,MRO,44.0119,-96.1125,2002,Wind,3,3999
55810,Gilroy Peaking Energy Center,Calpine Gilroy Cogen LP,WECC,36.999,-121.5363,2003,Gas,135,29496
55811,King City Peaking,Calpine Corp-King City,WECC,36.224758,-121.124633,2003,Gas,47.3,4897
55813,Yuba City Energy Center,Calpine Corp-Yuba City,WECC,39.1392,-121.6387,2003,Gas,47.3,26095
55816,Hawkeye Power Partners LLC,Hawkeye Power Partners LLC,MRO,43.047222,-93.4775,2000,Wind,84,93546
55818,Frederickson Power LP,Frederickson Power LP,WECC,47.086111,-122.365674,2003,Gas,318.3,698093
55820,RCWMD Badlands Landfill Gas Project,Riverside County Waste Management Dept,WECC,33.9583,-117.125,2002,Waste,1.3,1873
55821,Curtis H Stanton Energy Center,Southern Power Co,FRCC,28.488246,-81.166944,2004,Gas,688.3,1979161
55824,MNDOT Standby Generation,Ziegler Power Systems,MRO,44.9544,-93.1056,1996,Oil,2,54
55830,East Millinocket Mill,"HC-50 MAIN STREET, LLC",NPCC,45.6219,-68.5756,1973,Waste,61.4,0
55833,Auburndale Peaker Energy Center,Auburndale Peaker Energy Center LLC,FRCC,28.0535,-81.8059,2003,Gas,130.1,12363
55835,Rocky Mountain Energy Center,Public Service Co of Colorado,WECC,40.0908,-104.5953,2005,Gas,685.1,2452794
55836,Island Street Peaking Plant,WPPI Energy,MRO,44.2761,-88.2658,2005,Gas,60.5,11333
55841,Silverhawk,Nevada Power Co,WECC,36.4078,-114.9606,2005,Gas,664.7,1047368
55847,Feather River Energy Center,Calpine Corp-Yuba City,WECC,39.109344,-121.60931,2004,Gas,47,24096
55851,Valero Refinery Cogeneration Unit 1,Valero Refining Co California,WECC,38.0736,-122.1411,2003,Gas,51,376967
55853,Inland Empire Energy Center,Inland Empire Energy Ctr LLC,WECC,33.738839,-117.170369,2010,Gas,819,2332292
55855,Wolfskill Energy Center,Gilroy Energy Center LLC,WECC,38.228522,-122.07525,2004,Gas,47,18102
55856,Prairie State Generating Station,Prairie State Generating Co LLC,SERC,38.279167,-89.666944,2013,Coal,1766,9664791
55857,Oak Point Cogen,Chevron Oronite Co LLC,SERC,29.811956,-90.00843,2000,Gas,23.5,90766
55860,Quinebaug Lower Project,Quinebaug Associates LLC,NPCC,41.798656,-71.886759,1991,Hydro,2.5,6739
55861,Stevens Point Mill,NewPage Corporation,RFC,44.3528,-89.5836,2003,Gas,7.6,12770
55864,Kaheka Hydro,Hawaiian Commercial and Sugar Company,HICC,20.8886,-156.3569,1926,Hydro,4.5,17828
55866,Basin Creek Plant,Basin Creek Power Services LLC,WECC,45.9293,-112.5194,2007,Gas,54.9,41212
55867,Fibrominn Biomass Power Plant,Fibrominn LLC,MRO,45.322401,-95.629506,2008,Other,62.3,392558
55871,Klondike Wind Power,Iberdrola Renewables Inc,WECC,45.5563,-120.5507,2003,Wind,49,54031
55874,Panoche Peaker,Wellhead Services Inc,WECC,36.6535,-120.5783,1974,Gas,49.9,4452
55880,Sonoma Central Landfill Phase III,County of Sonoma Dept of Trnsp,WECC,38.3017,-122.7489,2005,Waste,1.6,0
55882,Sierra Pacific Aberdeen,Sierra Pacific Industries Inc,WECC,46.9728,-123.7739,2004,Waste,18,122131
55885,Montgomery County Oaks LFGE Plant,SCE Engineers,RFC,39.1833,-77.1167,2010,Waste,2.4,16392
55893,Partnership Station,Tampa Electric Co,FRCC,27.9253,-82.4414,2002,Gas,5.8,0
55925,Ridgeview,WM Renewable Energy LLC,MRO,44.1119,-87.9494,2005,Waste,6.4,34459
55927,Jasper,South Carolina Electric&Gas Company,SERC,32.3594,-81.1242,2005,Gas,1001.7,4243528
55928,McMinnville,McMinnville Electric System,SERC,35.705,-85.7439,2002,Oil,24,744
55931,Boulder City Silver Lake Hydro,Boulder City of,WECC,39.991311,-105.50003,2001,Hydro,3.3,10113
55933,Tracy Combined Cycle Power Plant,GWF Energy LLC,WECC,37.7107,-121.4906,2008,Gas,336.1,642715
55934,Century Generating Facility,Colton Power LP,WECC,34.0606,-117.3533,2002,Gas,44.8,1020
55935,Drews Generating Facility,Colton Power LP,WECC,34.0609,-117.3532,2002,Gas,44.8,1198
55936,NRG Rockford II Energy Center,Indeck Operations  Inc,RFC,42.2383,-89.1011,2003,Gas,168,48840
55938,NAEA Ocean Peaking Power LLC,NAEA Operating Company LLC,RFC,40.0633,-74.1672,2004,Gas,383,319302
55939,Warren County,Virginia Electric & Power Co,SERC,38.971667,-78.177222,2015,Gas,1472.2,0
55944,Bay Windpower I,Bay Windpower LLC,RFC,45.7644,-84.7381,2002,Wind,3.6,2406
55950,Elk Hills Cogen,California Resources Elk Hills LLC,WECC,35.479146,-119.737464,1995,Gas,46.6,171324
55951,Agua Mansa Power Plant,E I Colton LLC,WECC,34.0414,-117.3603,2004,Gas,60.5,23668
55953,Pretlow,City of Franklin - (VA),SERC,36.6786,-76.9392,2002,Oil,3.2,86
55954,Downtown,City of Franklin - (VA),SERC,36.6786,-76.9392,1993,Oil,3.2,84
55963,Riverview Energy Center,Gilroy Energy Center for Riverview,WECC,38.014423,-121.790679,2004,Gas,47,18939
55964,Brown Station Road Plant II,Prince George's County,RFC,38.8403,76.7764,2004,Waste,4,5611
55965,Wansley Combined Cycle,Southern Power Co,SERC,33.406385,-85.036988,2003,Gas,1239,5965153
55966,Nikiski Co-Generation,Homer Electric Assn Inc,ASCC,60.676539,-151.377713,2001,Waste,77.9,371284
55968,Trent Wind Farm LP,Trent Wind Farm LP,TRE,32.4301,-100.235652,2002,Wind,300,437981
55969,Hawkeye Energy Greenport LLC,Hawkeye Energy Greenport LLC,NPCC,41.10603,-72.376155,2004,Oil,54,13380
55970,Cosumnes,Sacramento Municipal Util Dist,WECC,38.338475,-121.123978,2007,Gas,530,3980086
55972,Cass County,Omaha Public Power District,MRO,40.947913,-95.964026,2004,Gas,345,21018
55976,Hunterstown Power Plant,NRG Wholesale Generation LP,RFC,39.8725,-77.1672,2004,Gas,898,3834528
55977,Bluffview,City of Farmington - (NM),WECC,36.716628,-108.215282,2006,Gas,67,328679
55980,Champepaden Wind Power,"EDF Renewable Asset Holdings, Inc.",MRO,43.899722,-95.950556,2002,Wind,4,6229
55981,Moulton Wind Power,"EDF Renewable Asset Holdings, Inc.",MRO,43.9204,-95.955885,2002,Wind,4,6000
55983,Salton Sea Power LLC - Unit 5,CalEnergy Operating Corporation,WECC,33.1533,-115.6384,2001,Geothermal,58.3,303206
55984,CE Turbo LLC,CalEnergy Operating Corporation,WECC,33.1669,-115.5114,2001,Geothermal,11.5,52329
55985,Palomar Energy,San Diego Gas & Electric Co,WECC,33.1197,-117.117778,2006,Gas,559,2598647
55986,Mountaineer Wind Energy Center,"Backbone Mountain Windpower, LLC",RFC,39.1828,-79.5372,2003,Wind,132,145439
55987,Stillwater Water Treatment Plant,Stillwater Utilities Authority,SPP,36.2039,-97.0739,2004,Oil,2,23
55988,Wabuska,Homestretch Geothermal  LLC,WECC,39.164129,-119.180068,2004,Geothermal,5.4,10614
55989,FPL Energy Vansycle LLC (OR),FPL Energy Vansycle LLC,WECC,46.01279,-118.816246,2002,Wind,245.6,274382
55990,Ashtabula,"DTE Ashtabula, LLC",RFC,41.890026,-80.7612,2002,Gas,26.1,141306
55991,Brady,Ormat Nevada Inc,WECC,39.796032,-119.010013,1995,Geothermal,32.9,52129
55992,Desert Sky,Desert Sky Wind Farm LP,TRE,30.9178,-102.0867,2003,Wind,321,503589
55995,Minot Wind Project,Basin Electric Power Coop,MRO,48.021271,-101.280517,2008,Wind,14.2,0
55996,Alliant SBD0201 Penford Produc,Industrial Energy Applications Inc,MRO,41.97007,-91.66623,2004,Oil,6.1,84
55997,Orchard Park,Borough of Chambersburg,RFC,39.9109,-77.6667,2004,Gas,24,7965
55998,Danbury Diesel,Northwestern Wisconsin Elec Co,MRO,46.002834,-92.371377,1981,Oil,7.8,-321
55999,NECCO Co-Generation,New England Confectionery Co Inc,NPCC,42.415,-71.0039,2005,Gas,5.8,15327
56001,Waymart Wind,Waymart Wind Farm,RFC,41.5533,-75.4542,2004,Wind,129,153944
56002,Minwind,Minwind Energy LLC,MRO,43.5564,-96.303611,2003,Wind,7.6,11593
56004,Mount Clinton,City of Harrisonburg - (VA),SERC,38.4681,-78.865,2003,Oil,24,231
56005,Pleasant Valley (VA),City of Harrisonburg - (VA),SERC,38.4006,-78.8983,1999,Oil,20.5,290
56006,Harrisonburg Power Plant,City of Harrisonburg - (VA),SERC,38.4319,-78.8642,1998,Gas,2.5,0
56010,Hancock County Wind Energy Center,"FPL Energy Hancock County Wind, LLC",MRO,43.0533,-93.6305,2003,Wind,196,269038
56011,Cabazon Wind Partners,Shell Wind Energy Inc.,WECC,33.9172,-116.735,2003,Wind,82,109662
56012,Whitewater Hill Wind Partners,Shell Wind Energy Inc.,WECC,33.925,-116.617778,2003,Wind,123,161039
56013,Exira,Western Minnesota Mun Pwr Agny,MRO,41.514365,-94.919729,2006,Gas,181.5,5096
56015,Bainbridge,South Eastern Elec Devt Corp,SERC,30.910985,-84.547304,2001,Oil,80,316
56016,Grimes Way,Washington State University,WECC,46.7289,-117.1514,2006,Oil,4,454
56017,Franklin/Grays,PUD No 1 of Franklin County,WECC,46.3069,-119.1139,2003,Gas,45.6,0
56018,AMEA Peaking,Alabama Municipal Elec Authority,SERC,33.1661,-86.2825,2005,Gas,98.6,29378
56022,Waste Water Plant Generator,City of Winfield - (KS),SPP,37.227778,-96.989722,2004,Oil,1.6,0
56025,Traer East,City of Traer - (IA),MRO,42.1817,-92.4663,2005,Oil,4,-153
56026,Donald Von Raesfeld Power Plant,City of Santa Clara - (CA),WECC,37.3767,-121.9508,2006,Gas,154,885049
56031,Fox Energy Center,Wisconsin Public Service Corp,RFC,44.3204,-88.208889,2006,Gas,618.8,1579023
56032,Equus Freeport Power,"Equus Power I, L.P.,",NPCC,40.6439,-73.5683,2005,Gas,120,105539
56035,Smithfield Farmland Corp-Wilson,Smithfield Farmland Corp-Wilson,SERC,35.7269,-77.9228,2003,Oil,2.8,154
56036,WWTP Power Generation Station,East Bay Municipal Util Dist,WECC,37.8258,-122.2961,1986,Waste,6.6,24261
56038,UMCP CHP Plant,Trigen-Cinergy Solutions College Park,RFC,38.985844,-76.935478,2004,Gas,27.4,150724
56039,H. Gonzales,City of Vernon,WECC,33.9986,-118.2219,1988,Gas,11.8,225
56041,Malburg,Colorado Energy Management LLC,WECC,33.9986,-118.2219,2006,Gas,158.8,868214
56046,Magnolia Power Project,City of Burbank Water and Power,WECC,34.1786,-118.3153,2006,Gas,387.6,1702201
56050,Inner Harbor East Heating,"Trigen Inner Harbor East, LLC",RFC,39.2833,-76.5,2005,Gas,2.1,3
56051,THUMS,THUMS Long Beach Company,WECC,33.7684,-118.2141,2004,Gas,57.4,301868
56052,Meyersdale Windpower,FPL Energy Meyersdale Windpower LLC,RFC,39.790739,-79.002047,2004,Wind,60,86810
56053,Casey City of,City of Casey - (IL),SERC,39.310555,-87.992592,2003,Oil,5.4,90
56054,G McNeilus Wind Farm Dodge Center,Garwin McNeilus,MRO,43.978486,-92.851078,2003,Wind,86,108104
56055,Hana Substation,Maui Electric Co Ltd,HICC,20.765833,-155.996111,2002,Oil,2,32
56059,"High Point, Fairfield",North Carolina Mun Power Agny #1,SERC,35.9269,-79.9858,2003,Oil,1.8,-48
56062,"Statesville, Highway 64",North Carolina Mun Power Agny #1,SERC,35.798462,-80.942709,2003,Oil,1.8,-48
56063,"Shelby, Toms Street",North Carolina Mun Power Agny #1,SERC,35.3036,-81.5225,2003,Oil,1.8,-43
56064,"Morganton, Parker Road",North Carolina Mun Power Agny #1,SERC,35.7208,-81.66243,2003,Oil,1.8,-38
56067,Lexington Health Center,North Carolina Mun Power Agny #1,SERC,35.8308,-80.2486,2003,Oil,1.8,-35
56068,Elm Road Generating Station,Wisconsin Electric Power Co,RFC,42.8492,-87.8336,2011,Coal,1402.6,6820940
56069,Berlin Landfill Gas,WM Renewable Energy LLC,MRO,43.9603,-88.9158,2002,Waste,2.4,20401
56070,Diesel Generators,Madison Gas & Electric Co,MRO,43.0933,-89.3822,2002,Oil,54,497
56073,Alliant SBG 9802 Toyota,Industrial Energy Applications Inc,MRO,42.02771,-91.7111,1999,Gas,1,9
56074,Alliant SBD 9901 GE Capital,Industrial Energy Applications Inc,MRO,41.9244,-91.63852,2002,Oil,1.1,2
56075,High Winds LLC,"FPLE High Winds, LLC",WECC,38.1381,-121.8053,2004,Wind,324,331412
56076,ABC Coke,"Drummond Company, Inc.",SERC,33.582793,-86.779866,1998,Gas,3.8,13707
56078,Walnut Energy Center,Turlock Irrigation District,WECC,37.4878,-120.8956,2007,Gas,300.6,1468675
56079,Riceland Foods Cogeneration Plant,Riceland Foods Inc.,SERC,34.5136,-91.5331,1998,Waste,18,30960
56080,SJ/SC WPCP,San Jose/Santa Clara Water P C,WECC,37.4139,-121.9433,1981,Gas,11.8,32810
56081,Blue Canyon Windpower,Blue Canyon Windpower LLC,SPP,34.850781,-98.577311,2004,Wind,148.6,272342
56090,Blacksand Generating Facility,Linn Operating Inc,WECC,33.9328,-117.855,2002,Gas,8,4501
56092,South Dakota Wind Energy Cente,FPL Energy South Dakota Wind LLC,MRO,44.5492,-99.5,2004,Wind,81,142024
56093,TransAlta Wyoming Wind,NextEra Energy Operating Services LLC,WECC,41.2874,-110.5556,2004,Wind,288,402876
56094,Oklahoma Wind Energy Center,FPL Energy Oklahoma Wind LLC,SPP,36.603967,-99.340047,2004,Wind,204,282083
56097,New Mexico Wind Energy Center,FPL Energy New Mexico Wind LLC,WECC,34.63566,-104.04733,2004,Wind,408,489441
56098,Hillsboro,City of Hillsboro - (ND),MRO,47.396944,-97.060555,2003,Oil,4,50
56099,FPL Energy North Dakota Wind I/II,FPL Energy North Dakota Wind  LLC,MRO,46.327169,-98.898356,2004,Wind,123,179616
56100,St. Charles Power Plant,City of St Charles - (MN),MRO,43.9742,-92.0597,2005,Oil,8.8,46
56102,Currant Creek,PacifiCorp,WECC,39.82144,-111.89345,2006,Gas,649,2497439
56104,Mankato Energy Center,Calpine Central LP,MRO,44.1988,-94.003,2007,Gas,530,355278
56106,MEAN Wind Project,Municipal Energy Agency of NE,WECC,41.2736,-103.6983,2003,Wind,21,28800
56108,T J Labbe Electric Generating,Lafayette Utilities System,SPP,30.2554,-92.0433,2006,Gas,100.8,7250
56111,Brazos Wind Farm,Shell Wind Energy Inc.,TRE,32.94793,-101.147784,2004,Wind,320,498645
56112,Mountain View III,Iberdrola Renewables Inc,WECC,33.9141,-116.5914,2004,Wind,44.8,70313
56113,Tessman Road,Energy Developments Inc,TRE,29.4289,-98.3433,2004,Waste,8.4,48211
56114,IMEA Highland,City of Highland,SERC,38.7417,-89.6847,1997,Oil,3.6,0
56116,IMEA Flora,Illinois Municipal Elec Agency,SERC,38.6658,-88.4625,2001,Oil,9,45
56117,Flora Site A,City of Flora - (IL),SERC,38.6714,-88.4894,2002,Oil,5.4,40
56118,Flora Site B,City of Flora - (IL),SERC,38.6714,-88.4894,2002,Oil,3.6,28
56119,Middlesex Generating Facility,Middlesex Generating Company LLC,RFC,40.4903,-74.3156,1983,Waste,22.5,81206
56120,Lee County Landfill,South Carolina Public Service Authority,SERC,34.181111,-80.267778,2006,Waste,11.2,43349
56121,Anderson Regional Landfill,South Carolina Public Service Authority,SERC,34.103056,-80.790556,2009,Waste,3.2,10992
56122,Richland County Landfill,South Carolina Public Service Authority,SERC,34.103056,-80.790556,2008,Waste,8.9,39252
56123,Minwind 3-9,Minwind Energy LLC,MRO,43.6383,-96.391944,2005,Wind,23,35295
56124,SPFT - Newberg Cogen,SP Fiber Technologies NW LLC,WECC,45.2879,-122.9627,1980,Waste,55.3,131011
56125,Springville Hydroelectric,Calleguas Mun Water District,WECC,34.2253,-119.0858,1995,Hydro,1,2157
56126,Sub 2 Generating Station,City of Macon - (MO),SERC,39.7503,-92.5,2005,Oil,3.6,0
56127,Macon Energy Center,City of Macon - (MO),SERC,39.748975,-92.384476,2004,Gas,10,86677
56128,Sub 3 Generating Station,City of Macon - (MO),SERC,39.761389,-92.453333,2004,Oil,7.2,0
56129,Thermal Kem,Central Electric Power,SERC,34.8894,-81.0725,2004,Oil,2.9,79
56131,Valenite,Central Electric Power,SERC,34.4364,-83.0464,2004,Oil,2.9,95
56132,Honea Path,Central Electric Power,SERC,34.4364,-82.3642,2004,Oil,2.9,98
56134,Regional Wastewater Control Facility,City of Stockton MUD,WECC,37.9369,-121.3294,2001,Oil,4.8,10893
56135,Ripon Generation Station,Modesto Irrigation District,WECC,37.7315,-121.116,2007,Gas,121,32150
56138,Anderson Erickson,MidAmerican Energy Co,MRO,41.6014,-93.5765,2001,Oil,2,-40
56139,Neptune Gas Processing Plant,Enterprise Products Optg LP,SERC,29.7336,-91.4431,2005,Other,4.5,9225
56141,Jamaica Bay Peaking,"Jamaica Bay Peaking Facility, LLC",NPCC,40.6097,-73.7622,2004,Oil,60.5,21433
56142,"Chanarambie Power Partners, LLC","EDF Renewable Asset Holdings, Inc.",MRO,44.011,-96.0446,2004,Wind,171,220214
56143,Riverside Energy Resource Center,City of Riverside - (CA),WECC,33.9636,-117.4528,2009,Gas,196,49084
56144,Springs Generating Station,City of Riverside - (CA),WECC,33.9308,-117.2933,2003,Gas,40,1124
56146,False Island,Alaska Power and Telephone Co,ASCC,55.4889,-133.1339,2004,Oil,1.3,818
56147,Viking,Alaska Power and Telephone Co,ASCC,55.4886,-133.1408,2004,Oil,1,-15
56148,Ft. Pierre,City of Fort Pierre - (SD),MRO,44.368056,-100.380833,2005,Oil,6,-177
56149,Seven Mile Creek LFG,Dairyland Power Coop,MRO,44.8186,-91.3717,2006,Waste,4,4456
